CLSTR_ID,SAMP_NO,TYPE_CD,PSYU,PSYU_BLK,FIZ,BGC_ZONE,BGC_SBZN,BGC_VAR,BGC_PHAS,SAMP_TYP,BLOWUP,NO_PLOTS,PLOT_DED,REC_ID,IP_UTM,IP_NRTH,IP_EAST,MAP_NO,POLYGON,tp_gpsid,tp_utm,tp_nrth,tp_east,tp_elev,ap_dsc,ap_gpsid,ap_nrth,ap_east,ap_elev,tp_az_ip,tp_dt_ip,DECLIN,tp_az_pn,tp_dt_pn,tie_trno,rp_az_gp,rp_dt_gp,tp_map,ip_map,tp_poly,ip_poly,tp_fltln,ip_fltln,ip_photo,tp_photo,tp_spec,rp_spec,TP_AZ_tr,rP_AZ_tr,TP_DBH,TP_dt_tr,rp_DBH,rp_dt_tr,ip_gpsid,ip_elev,ip_az_pn,ip_dt_pn,ip_az_gp,ip_dt_gp,PLT_SPC,asc_dt,CREW1,CREW2,CREW3,CREW4,ref_tree,INTEG,NORTH,EAST,SOUTH,WEST,RANGE,ECO,CWD,TREES,ECOLGY,NO_PHOTO,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,LOAD_DT,meas_dt,TR_FLDT,TR_OFFDT,EC_FLDT,EC_OFFDT,Tr_NAME,TO_NAME,Tf_name,ER_NAME,EO_NAME,EF_NAME,pho_typ1,pho_typ2,pho_typ3,pho_typ4,pho_typ5,pho_typ6,pho_ind1,pho_ind2,pho_ind3,pho_ind4,pho_ind5,pho_ind6,notes,PROJ_ID
"4741-0119-QO1","0119","QO1","162","0","L","ESSF","mv","4",,"V",9,5,1,,10,6236473,529719,"094b028",128,"TEP119TP",10,6237141,530060,1491,,,,,,208,750,23.1,,,,,,"093B028","093B028","0127","0128","CFP97003","CFP97003","023","023","Se","Bl",0,338,14.3,0,20,1.59,"TEP119IP",1243,0,0,,,,,"TGF","CWN",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/16/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0121-QO1","0121","QO1","177","0","L","SBS","wk","2",,"V",7,4,1,,10,6160321,557745,"093o060",158,"TEP121TI",10,6159872,556970,1212,,"TEP121TI",6159872,556970,1212,61,890,23.1,,,,,,"093O060","093O060","0158","0158","SRS5344","SRS5344","394","394","Sxw","Sxw",0,125,27.5,0,52.7,3.59,"TEP121IP",1083,0,0,,,,,"GRRM","TJVP",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/21/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0128-QO1","0128","QO1","177","0","L","BWBS","mw","1",,"V",7,4,1,,10,6161135,560287,"093o060",127,"TEP128TI",10,6161845,560382,591,,,,,,188,750,23.1,,,,,,"093O060","093O060","0127","0127","SRS5344","SRS5344","368","368","Act","Sw",0,138,33.8,0,41.1,1.49,"TEP128IP",824,0,0,,,,,"GRRM","MAT",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/21/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0129-QO1","0129","QO1","162","0","L","SBS","wk","2",,"V",9,3,1,,10,6211557,517135,"094b007",418,"TEP129TP",10,6210968,516879,661,,,,,,24,625,23.1,,,,,,"094B007","094B007","0189","0418","CFP97005","CFP97005","61","61","Sxw","Sxw",0,259,17.1,0,21.9,1.07,"TEP129IP",809,0,0,,,,,"TGF","CWN",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/18/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0130-QO1","0130","QO1","177","0","L","ESSF","wk","2",,"V",7,3,1,,10,6153215,541101,"093o059",492,"TEP130TI",10,6153133,541113,1268,,,,,,355,63,23.1,,,,,,"093O059","093O059","0492","0492","SRS5344","SRS5344","308","308","Bl","Bl",270,0,20.3,3.63,29.5,2.11,"TEP130IP",1230,0,0,,,,,"GRRM","TJVP","DRO",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/18/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0131-QO1","0131","QO1","177","0","L","ESSF","mv","2",,"V",7,5,1,,10,6142350,567804,"093p041",493,"TEP131TI",10,6142564,567764,1286,,,,,,170,228,23,,,,,,"093P041","093P041","0493","0493","SRS5344","SRS5344","116","116","Pl","Se",0,144,21.6,0,18.6,2.4,"TEP131IP",1328,0,0,,,,,"WDP","TJVP",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/07/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0137-QO1","0137","QO1","177","0","L","ESSF","mv","2",,"V",7,5,1,,10,6141971,576916,"093p042",2866,"TEP137TI",10,6141648,576756,1195,,,,,,27,350,23.5,,,,,,"093P042","093P042","2866","2866","SRS5344","SRS5344","109","109","Pl","Pl",0,264,24.2,0,26.7,2.39,"TEP137IP",1154,0,0,,,,,"WDP","ERT",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/19/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0141-QO1","0141","QO1","162","0","L","SBS","wk","2",,"V",5,2,1,,10,6205875,530224,"093o098",61,"I100299T",10,6205896,530205,820,,,,,,132,30,22.2,,,,,,"093O098","093O098","0061","0061","CFP97004","CFP97004","61","61","Pl","Pl",0,112,45.1,0,33.1,7.5,"I100299I",822,0,0,,,,,"JBM","RER",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/29/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0145-QO1","0145","QO1","177","0","L","SBS","wk","2",,"V",7,5,1,,10,6146372,579301,"093p042",184,"TEP145TI",10,6146070,578701,1085,,,,,,65,670,23.1,,,,,,"093P042","093P042","0184","0184","SRS5094","SRS5094","262","262","Pl",,0,0,26.1,0,,99.98999999999999,"TEP145IP",1123,0,0,,,,,"GRRM","MAT",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/22/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0149-QO1","0149","QO1","162","0","L","ESSF","mv","2",,"V",7,5,1,,10,6194686,509027,"093o086",57,"TEP149TP",10,6194198,509540,1210,,,,,,312,695,23.1,,,,,,"093O086","093O086","0056","0057","CFP97006","CFP97006","133","133","Se","Se",16,19,27.4,5.6,20,1.85,"TEP149IP",1185,0,0,,,,,"TGF","CWN",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/22/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0153-QO1","0153","QO1","177","0","L","SBS","wk","2",,"V",7,4,1,,10,6143934,572984,"093p041",315,"TEP153TI",10,6142776,573038,1002,,,,,,358,999,23.1,,,,,,"093P041","093P041","0315","0315","SRS5344","SRS5344","171","171","Pl","Pl",0,286,18.5,0,25.7,2.49,"TEP153IP",1149,0,0,,,,,"GRRM","CWN",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/06/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0162-QO1","0162","QO1","177","0","L","BWBS","wk","1",,"V",7,5,1,,10,6139938,605793,"093p034",149,"TEP162TI",10,6139753,605426,897,,"TEP162AC",,,,67,405,23,,,,,,"093P034","093P034","0149","0149","SRS5343","SRS5343","341","341","Sw","Sb",0,222,22.9,0,27.5,6.55,"TEP162IP",976,0,0,,,,,"WDP","MGE",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/19/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0169-QO1","0169","QO1","162","0","L","SBS","wk","2",,"V",7,3,1,,10,6188293,548109,"093o089",343,"TEP169TP",10,6188282,548041,1029,,,,,,95,70,23.1,,,,,,"093O089","093O089","0343","0343","CFP97007","CFP97007","84","84","Pl","Sb",274,160,18.9,7.01,15.2,0.68,"TEP169IP",1028,0,0,,,,,"TGF","CWN",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/17/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0171-QO1","0171","QO1","177","0","L","ESSF","mv","2",,"V",9,3,1,,10,6155821,562359,"093o060",223,"TEP171TP",10,6157371,562176,784,,,,,,174,999,23.1,,,,,,"093O060","093O060","0223","0223","SRS5344","SRS5344","341","341","Pl","Pl",0,31,23.4,0,25.2,3.14,"TEP171IP",1173,0,0,,,,,"TGF","ERT",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/14/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0174-QO1","0174","QO1","162","0","L","SBS","wk","2",,"V",9,5,1,,10,6188906,526392,"093o088",488,"I101474T",10,6188871,526062,950,,,,,,85,330,23.5,,,,,,"093O088","093O088","1503","0488","CFP97007","CFP97007","28","28","Sxw","Sxw",0,235,50.2,0,25.8,2.17,"I101474I",918,0,0,,,,,"JBM","JEE",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/14/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0178-QO1","0178","QO1","177","0","L","SBS","wk","2",,"V",7,5,1,,10,6143623,570967,"093p041",452,"TEP178TI",10,6142959,570593,1106,,,,,,31,750,23,,,,,,"093P041","093P041","0452","0452","SRS5344","SRS5344","171","171","Pl","Pl",0,118,27,0,24.6,2.13,"TEP178IP",1177,0,0,,,,,"WDP","TJVP",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/05/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0179-QO1","0179","QO1","162","0","L","BWBS","mw","1",,"V",9,5,1,,10,6215432,539630,"094b009",25,"TEP179TI",10,6215218,539758,756,,,,,,326,227,23,,,,,,"094B009","094B009","0161","0025","CFP97004","CFP97004","086","086","Sw","Sw",0,230,41.7,0,37.7,1.9,"TEP179IP",753,0,0,,,,,"WDP","DDM",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/17/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0182-QO1","0182","QO1","177","0","L","ESSF","wk","2",,"V",7,5,1,,10,6150545,549312,"093o049",109,"TEP182TI",10,6150761,549781,1082,,"TEP182TI",6150761,549781,1082,246,517,23.1,,,,,,"093O049","093O049","0109","0109","SRS5344","SRS5344","222","222","Se","Se",0,63,40.7,0,24.7,2.34,"TEP182IP",1094,0,0,,,,,"GRRM","CWN",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/30/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0189-QO1","0189","QO1","177","0","L","BWBS","mw","1",,"V",7,3,1,,10,6142054,586639,"093p042",543,"TEP189TI",10,6142363,586340,896,,"TEP189TI",6142363,586340,896,138,440,23,,,,,,"093P042","093P042","0543","0543","SRS5094","SRS5094","298","298","Ac","Pl",162,224,45.8,34.7,37.6,5.05,"TEP189IP",891,0,0,,,,,"WDP","TJVP",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/02/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0191-QO1","0191","QO1","162","0","L","ESSF","mv","2",,"V",7,3,1,,10,6195500,508334,"093o096",489,"TEP191TI",10,6194941,508753,1187,,"TEP191TI",6194941,508753,1187,322,680,23,,,,,,"093O096","093O096","0508","0489","CFP97006","CFP97006","64","134","Bl","Bl",0,110,16.8,0,22.8,1.53,"TEP191IP",1170,0,0,,,,,"WDP","MGE",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/22/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0199-QO1","0199","QO1","177","0","L","ESSF","mv","2",,"V",7,5,1,,10,6146730,575807,"093p042",133,"TEP199TI",10,6145964,575656,1185,,,,,,13,760,23.1,,,,,,"093P042","093P042","0133","0133","SRS5094","SRS5094","211","211","Bl","Pl",0,103,22.1,0,28.9,0.32,"TEP199IP",1289,0,0,,,,,"GRRM","CWN",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/04/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0201-QO1","0201","QO1","162","0","L","ESSF","mv","2",,"V",9,4,1,,10,6217911,525741,"094b018",221,"TEP201TI",10,6218387,525936,1013,,"TEP201AP",,,,204,544,23.5,,,,,,"094B018","094B018","0220","0221","CFP97003","CFP97003","240","240","Sb","Bl",307,266,26.1,12.7,26.9,1.98,"TEP201IP",1122,0,0,,,,,"JBM","JEE",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/18/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0202-QO1","0202","QO1","177","0","L","ESSF","wk","2",,"V",7,4,1,,10,6150382,558221,"093o050",132,"TEP202TI",10,6150200,558083,1171,,"TEP202TI",,,,42,215,23,,,,,,"093O050","093O050","0132","0132","SRS5344","SRS5344","230","230","Sxw","Sxw",0,66,29.1,0,23.9,0.96,"TEP202IP",1174,0,0,,,,,"WDP","TJVP",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/30/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4741-0205-QO1","0205","QO1","177","0","L","ESSF","mv","2",,"V",9,4,1,,10,6161799,551293,"093o060",1,"TEP205TP",10,6161753,551270,1137,,,,,,24,60,23.1,,,,,,"093O060","093O060","0001","0001","SRS5344","SRS5344","375","375","Bl","Se",0,344,16.1,0,11.7,1.37,"TEP205IP",1146,0,0,,,,,"TGF","CWN","VAS",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/15/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4741"
"4742-0066-QO1","0066","QO1","474",,"L","BWBS","mw","1",,"V",7,5,1,,10,6234108,538033,,,"TP066JN",10,,,,,"TP066JN",,,,122,125,23.5,,,7768,,,"094B029","094B029","00000","00216","CFP97003","CFP97003","080","080","S","S",249,268,33.1,4.85,39.4,1.67,"IPC066JN",965,0,0,0,0,,,"JRN","AEI","MDR",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/31/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0067-QO1","0067","QO1","474",,"L","BWBS","mw","1",,"V",7,5,1,,10,6182291,599870,,,"TP067SK",10,6182509,599675,748,,,,,,140,295,23,,,8411,,,"093P073","093P073","00099","00099","000CFP97001","000CFP97001","094","094","Acb","Sw",158,314,48.1,11.72,44.5,2.21,"IPC067SK",775,0,0,0,0,,,"JRN","SHK","JCB","PJA",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/17/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0068-QO1","0068","QO1","474",,"L","SBS","wk","2",,"V",7,2,1,,10,,,,,"NUAF68TP",10,,,,,,,,,161,68,23.5,,,8809,,,"093O098","093O098","00000","00352","CFP97004","CFP97004","060","060","Sxw","Sxw",0,347,18.6,0,28.1,2.5,"NUAF68IP",,0,0,0,0,,,"FMR","NWT","TLK",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/29/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0069-QO1","0069","QO1","474",,"L","SBS","wk","2",,"V",5,3,1,,10,6161413,574630,,,"TP069PA",10,6161415,574605,965,,,,,,83,30,23.5,,,8815,,,"093P051","093P051","00393","00393","SRS5344","SRS5344","383","383","Pli","At",200,183,36,0.3,22.2,1.71,"0691PCPA",959,0,0,0,0,,,"PJA","SHK","JRN","GSJ",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/02/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0070-QO1","0070","QO1","474",,"L","BWBS","mw","1",,"V",7,3,1,,10,,,,,"R080516A",10,,,,,,,,,63,120,23.5,,,8769,,,"093P052","093P052","00000","02117","SRS5343","SRS5343","490","490","Se","Act",0,170,42.5,0,27.9,1.03,"R080516B",,0,0,0,0,,,"FMR","SHK","TLK",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/05/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0071-QO1","0071","QO1","474",,"L","BWBS","wk","1",,"V",5,5,1,,10,6139023,599038,,,"R072715A",10,6138859,598790,1028,,,,,,58,299,23.8,,,8796,,,"093P033","093P033","00168","00176","SRS5343","SRS5343","362","362","Sw","Ac",229,97,25.6,8.5,42,3.83,"R072717A",1097,0,0,0,0,,,"JBM","SHK","MJC",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/27/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0072-QO1","0072","QO1","474",,"L","ESSF","mv","2",,"V",9,5,1,,10,6116623,616518,,,"R072617A",10,6091017,608003,1331,,,,,,209,722,23.5,,,8426,,,"093P015","093P015","00065","00065","SRS5344","SRS5344","462","462","Acb","Sx",177,24,43.4,46.41,24.3,0.8,"R072622A",1298,0,0,0,0,,,"JRN","MDR","SHK","GDS",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/15/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0073-QO1","0073","QO1","474",,"L","SBS","wk","2",,"V",12,3,1,,10,6204533,526662,,,"CMI073TP",10,6204885,526993,940,,,,,,224,490,23.5,,,50,,,"093O098","093O098","00000","00082","CFP 97004","CFP 97004","062","062","Sxw","Sxw",0,197,35.2,0,18.1,0.83,"CMI073IP",989,0,0,0,0,,,"FMR","AEI","MGS",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/01/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0074-QO1","0074","QO1","474",,"L","BWBS","mw","1",,"V",9,5,1,,10,6207714,543625,,,"A072816A",10,6207822,543706,731,,,,,,222,129,23.5,,,8460,,,"094B009","094B009","00342","00385","CFP97005","CFP97005","086","086","Sxw","Ep",122,2,38.5,29.83,32.2,4.36,"A072816B",718,0,0,0,0,,,"BDK","SHK","MJC",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/23/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0075-QO1","0075","QO1","474",,"L","SBS","wk","2",,"V",9,2,1,,10,6126878,563834,,,"R080315A",10,6126576,564139,750,,,,,,316,425,23.5,,,8799,,,"093P021","093P021","00000","00698","SRS5343","SRS5343","254","254","Sx","Sx",0,45,46,0,26.8,0.9399999999999999,"R080316A",769,0,0,0,0,,,"FMR","SHK","TLK",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/03/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0076-QO1","0076","QO1","474",,"L","BWBS","mw","1",,"V",9,5,1,,10,,,,,"TP076-JN",10,6185460,599994,930,,,,,,287,1430,23,,,8444,,,"093P083","093P083","00101","00087","CFP97001","CFP97001","066","066","Ep","Acb",253,53,36.5,32.51,32.6,1.37,"IPC076JN",,0,0,0,0,,,"JRN","SHK","PJA","JNCB",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/11/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0077-QO1","0077","QO1","474",,"L","SBS","wk","2",,"V",7,5,1,,10,,,,,"4277TP",10,,,,,,,,,75,80,23,,,7790,,,"093P031","093P031","00069","00367","SRS5335","SRS5335","28","28","Bl","Bl",102,85,29,11.7,37.6,8.779999999999999,"4277IPC",,0,0,0,0,,,"JBM","BJE","MJM",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/07/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0078-QO1","0078","QO1","474",,"L","SBS","wk","2",,"V",12,5,1,,10,,,,,"NAV078IP",10,,,,,,,,,16,62,23.5,,,1058,,,"093O077","093O077","00026","00026","CFP97007","CFP97007","117","117","Sw","Sw",0,270,41.8,0,44.5,6.45,"NAV078IP",,0,0,0,0,,,"FMR","AEI","SHK","TLK",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/03/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0079-QO1","0079","QO1","474",,"L","BWBS","mw","1",,"V",7,4,1,,10,,,,,"CMI079TP",10,6140522,585666,815,,"C.T BLK",,,,180,29,23.5,,,77,,,"093P042","093P042","00000","01862","SRS5343","SRS5343","452","452","Sw","Ep",67,335,56.3,4.95,29.5,3.3,"CMI079IP",,0,0,0,0,,,"FMR","DLL","REP","TLK",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/13/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0080-QO1","0080","QO1","474",,"L","BWBS","mw","1",,"V",7,5,1,,10,6190989,604947,,,"TP080",10,6191643,604795,791,,,,,,168,672,23,,,8442,,,"093P084","093P084","00032","00349","000CFP9700","000CFP9700","019","019","Pli","Ep",62,325,47.6,18,33.8,5.01,"IPC080",791,0,0,0,0,,,"JRN","SHK","PJA","JCB",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/12/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0081-QO1","0081","QO1","474",,"L","BWBS","mw","1",,"V",7,5,1,,10,6194600,564619,,,"CMI081TP",10,6194609,563692,824,,,,,,91,925,23.5,,,1062,,,"093P081","093P081","00085","00115","SRS5093","SRS5093","232","232","Sxw","Sxw",0,57,28.5,0,60.9,3.7,"CMI081IP",785,0,0,0,0,,,"FMR","TLK","BDK","NWT",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/05/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0082-QO1","0082","QO1","474",,"L","BWBS","mw","1",,"V",9,5,1,,10,6194673,563109,,,"CMI082TP",10,6194689,563158,804,,,,,,246,60,23.5,,,1054,,,"093P081","093P081","00000","00068","SRS5093","SRS5093","230","230","S","S",325,285,31,2.6,37.5,1.6,"CMI082IP",818,0,0,0,0,,,"JRN","FMR","NWT","TLK",,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/30/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0083-QO1","0083","QO1","474",,"L","ESSF","mv","2",,"V",9,4,1,,10,6140347,596842,,,"VRI083TP",10,6140189,596573,1009,,"NO DATA",,,,85,1300,22.5,,,8860,,,"093P014","093P014","00635","00635","SRS5335","SRS5335","473","473","Pli","Pli",325,186,27.1,5.61,17.9,1.11,"VRI083TP",958,0,0,0,0,,,"PJA","JRN","SHK",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/09/02 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0084-QO1","0084","QO1","474",,"L","BWBS","mw","1",,"V",7,4,1,,10,6161346,566611,,,"084TPJN",10,6161689,566728,579,,"084TPJN",6161689,566728,579,200,350,23.5,,,8843,,,"093P051","093P051","00127","00127","SRS5344","SRS5344","388","388","S","S",347,140,61.5,29.7,40,1.35,"084IPCJN",617,0,0,0,0,,,"JRN","GSJ",,,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/05/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0085-QO1","0085","QO1","474",,"L","BWBS","wk","1",,"V",7,3,1,,10,6140321,596783,,,"A070617A",10,6140349,596842,956,,"A070615A",,,,253,70,23,,,7788,,,"093P033","093P033","00142","00140","SRS5343","SRS5343","460","460","S","Sx",0,298,25.1,0,49.5,4.53,"A070621A",965,0,0,0,0,,,"BDK","AEI","TLK",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/06/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0086-QO1","0086","QO1","474",,"L","SBS","wk","2",,"V",7,4,1,,10,6141036,570657,,,"TP086PA",10,6140893,570268,956,,"TP086PA",6140893,570268,956,72,424,23.5,,,8813,,,"093P041","093P041","00000","00604","SRS5343","SRS5343","441","441","Sb","Pl",330,69,23.5,7.29,19.6,1.78,"IPC086PA",1007,0,0,0,0,,,"PJA","GSJ","JRN",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","10/02/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0087-QO1","0087","QO1","474",,"L","BWBS","mw","1",,"V",9,5,1,,10,6218756,583472,,,"TP087JN",10,6218762,583517,660,,,,,,250,40,23.5,,,8764,,,"094A012","094A012","00151","00151","SRS5094","SRS5094","123","123","At","Acb",208,0,26.5,6.15,22.8,0.1,"IPC087JN",659,0,0,0,0,,,"JRN","AEI","MDR",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/05/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0088-QO1","0088","QO1","474",,"L","ESSF","mv","2",,"V",9,4,1,,10,6147187,567214,,,"TEP088TP",10,6147148,567657,1185,,,,,,276,445,23.5,,,7757,,,"093P041","093P041","01479","01461","SRS5335","SRS5335","148","148","Se","Bl",0,359,33.7,0,31.2,1.27,"TEP088IP",1298,0,0,0,0,,,"BDK","MGS","AEI",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","09/09/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0089-QO1","0089","QO1","474",,"L","ESSF","mv","2",,"V",9,5,1,,10,6153390,569979,,,"C89TP",10,6153338,569972,1192,,,,,,8,50,22.5,,,7779,,,"093P051","093P051","01530","01530","SRS5344","SRS5344","238","238","Se","Pl",142,267,13.5,7.4,33.4,6.1,"C89IPC",1193,0,0,0,0,,,"BDK","MJC","SHK",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/29/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0090-QO1","0090","QO1","474",,"L","ESSF","wk","2",,"V",9,3,1,,10,,,,,"R070419B",10,,,,,,,,,48,75,23,,,8403,,,"093O060","093O060","00000","00895","SRS5344","SRS5344","299","299","Pl","Pl",170,307,22.8,7.12,35.2,2.3,"R070420A",,0,0,0,0,,,"BDK","AEI","TLK",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","07/04/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
"4742-0091-QO1","0091","QO1","474",,"L","ESSF","mv","2",,"V",9,3,1,,10,,,,,"NODATA",10,,,,,,,,,120,50,23,,,8434,,,"093I094","093I094","00000","01021","SRS5093","SRS5093","181","181","Bl","Bl",112,179,29.2,18.4,16,0.62,"NODATA",,0,0,0,0,,,"JRN","SHK","MDR",,,,,,,,,,,,,,,,,,,,,,,,"06/19/03 00:00:00","08/10/01 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"4742"
